编号,英文名,效力球队(全称),效力球队(缩写),中文译名
1631123,Jamaree Bouyea,Miami Heat|Washington Wizards|Portland Trail Blazers|San Antonio Spurs|Milwaukee Bucks|Phoenix Suns,MIA|WAS|POR|SAS|MIL|PHX,
76214,Don Boven,Atlanta Hawks|Detroit Pistons,ATL|DET,
1898,Cal Bowdler,Atlanta Hawks,ATL,
1477,Bruce Bowen,Miami Heat|Boston Celtics|Philadelphia 76ers|San Antonio Spurs,MIA|BOS|PHI|SAS,
1763,Ryan Bowen,Denver Nuggets|Houston Rockets|New Orleans Pelicans|Oklahoma City Thunder,DEN|HOU|NOP|OKC,
1628968,Brian Bowen II,Indiana Pacers,IND,
194,Anthony Bowie,San Antonio Spurs|Houston Rockets|Orlando Magic|New York Knicks,SAS|HOU|ORL|NYK,
76217,Sam Bowie,Portland Trail Blazers|Brooklyn Nets|Los Angeles Lakers,POR|BKN|LAL,
1085,Ira Bowman,Philadelphia 76ers|Atlanta Hawks,PHI|ATL,
76219,Nate Bowman,Chicago Bulls|New York Knicks|LA Clippers,CHI|NYK|LAC,
671,Donnie Boyce,Atlanta Hawks,ATL,
76222,Fred Boyd,Philadelphia 76ers|Utah Jazz,PHI|UTA,
1863,Earl Boykins,Brooklyn Nets|Cleveland Cavaliers|Orlando Magic|LA Clippers|Golden State Warriors|Denver Nuggets|Milwaukee Bucks|Charlotte Hornets|Washington Wizards|Houston Rockets,BKN|CLE|ORL|LAC|GSW|DEN|MIL|CHA|WAS|HOU,
76224,Harry Boykoff,Atlanta Hawks,ATL,
76225,Winford Boynes,Brooklyn Nets|Dallas Mavericks,BKN|DAL,
76226,Steve Bracey,Atlanta Hawks|Golden State Warriors,ATL|GSW,
202342,Craig Brackins,Philadelphia 76ers,PHI,
76227,Gary Bradds,Washington Wizards,WAS,
76229,Alonzo Bradley,Houston Rockets,HOU,
202340,Avery Bradley,Boston Celtics|Detroit Pistons|LA Clippers|Memphis Grizzlies|Los Angeles Lakers|Miami Heat|Houston Rockets,BOS|DET|LAC|MEM|LAL|MIA|HOU,
76233,Bill Bradley,New York Knicks,NYK,
76230,Charles Bradley,Boston Celtics|Oklahoma City Thunder,BOS|OKC,
76231,Dudley Bradley,Indiana Pacers|Phoenix Suns|Chicago Bulls|Washington Wizards|Milwaukee Bucks|Brooklyn Nets|Atlanta Hawks,IND|PHX|CHI|WAS|MIL|BKN|ATL,
2214,Michael Bradley,Toronto Raptors|Atlanta Hawks|Orlando Magic|Sacramento Kings|Philadelphia 76ers,TOR|ATL|ORL|SAC|PHI,
762,Shawn Bradley,Philadelphia 76ers|Brooklyn Nets|Dallas Mavericks,PHI|BKN|DAL,
1628396,Tony Bradley,Utah Jazz|Philadelphia 76ers|Oklahoma City Thunder|Chicago Bulls|Indiana Pacers|Atlanta Hawks,UTA|PHI|OKC|CHI|IND|ATL,
1765,Torraye Braggs,Houston Rockets|Washington Wizards,HOU|WAS,
76237,Adrian Branch,Los Angeles Lakers|Brooklyn Nets|Portland Trail Blazers|Minnesota Timberwolves,LAL|BKN|POR|MIN,
1882,Elton Brand,Chicago Bulls|LA Clippers|Philadelphia 76ers|Dallas Mavericks|Atlanta Hawks,CHI|LAC|PHI|DAL|ATL,
210,Terrell Brandon,Cleveland Cavaliers|Milwaukee Bucks|Minnesota Timberwolves,CLE|MIL|MIN,
1631103,Malaki Branham,San Antonio Spurs|Washington Wizards,SAS|WAS,
76238,Bob Brannum,Boston Celtics,BOS,
76239,Brad Branson,Cleveland Cavaliers|Indiana Pacers,CLE|IND,
1629714,Jarrell Brantley,Utah Jazz,UTA,
76241,Jim Brasco,Atlanta Hawks|Philadelphia 76ers,ATL|PHI,
76242,Mike Bratz,Phoenix Suns|Cleveland Cavaliers|San Antonio Spurs|Chicago Bulls|Golden State Warriors|Sacramento Kings,PHX|CLE|SAS|CHI|GSW|SAC,
76243,Carl Braun,New York Knicks|Boston Celtics,NYK|BOS,
1631128,Christian Braun,Denver Nuggets,DEN,
1629649,Ignas Brazdeikis,New York Knicks|Philadelphia 76ers|Orlando Magic,NYK|PHI|ORL,
160,Tim Breaux,Houston Rockets|Milwaukee Bucks,HOU|MIL,
2452,J.R. Bremer,Boston Celtics|Cleveland Cavaliers|Golden State Warriors,BOS|CLE|GSW,
76247,Randy Breuer,Milwaukee Bucks|Minnesota Timberwolves|Atlanta Hawks|Sacramento Kings,MIL|MIN|ATL|SAC,
201147,Corey Brewer,Minnesota Timberwolves|Dallas Mavericks|Denver Nuggets|Houston Rockets|Los Angeles Lakers|Oklahoma City Thunder|Philadelphia 76ers|Sacramento Kings,MIN|DAL|DEN|HOU|LAL|OKC|PHI|SAC,
2249,Jamison Brewer,Indiana Pacers|New York Knicks,IND|NYK,
76248,Jim Brewer,Cleveland Cavaliers|Detroit Pistons|Portland Trail Blazers|Los Angeles Lakers,CLE|DET|POR|LAL,
76249,Ron Brewer,Portland Trail Blazers|San Antonio Spurs|Cleveland Cavaliers|Golden State Warriors|Brooklyn Nets|Chicago Bulls,POR|SAS|CLE|GSW|BKN|CHI,
200758,Ronnie Brewer,Utah Jazz|Memphis Grizzlies|Chicago Bulls|New York Knicks|Oklahoma City Thunder|Houston Rockets,UTA|MEM|CHI|NYK|OKC|HOU,
2056,Primoz Brezec,Indiana Pacers|Charlotte Hornets|Detroit Pistons|Toronto Raptors|Philadelphia 76ers|Milwaukee Bucks,IND|CHA|DET|TOR|PHI|MIL,
76250,Frank Brian,Atlanta Hawks|Detroit Pistons,ATL|DET,
783,Frank Brickowski,Oklahoma City Thunder|Los Angeles Lakers|San Antonio Spurs|Milwaukee Bucks|Charlotte Hornets|Boston Celtics,OKC|LAL|SAS|MIL|CHA|BOS,
76252,Junior Bridgeman,Milwaukee Bucks|LA Clippers,MIL|LAC,
76253,Bill Bridges,Atlanta Hawks|Philadelphia 76ers|Los Angeles Lakers|Golden State Warriors,ATL|PHI|LAL|GSW,
1628969,Mikal Bridges,Phoenix Suns|Brooklyn Nets|New York Knicks,PHX|BKN|NYK,
1628970,Miles Bridges,Charlotte Hornets,CHA,
76256,John Brisker,Oklahoma City Thunder,OKC,
1629052,Oshae Brissett,Toronto Raptors|Indiana Pacers|Boston Celtics|Philadelphia 76ers,TOR|IND|BOS|PHI,
76257,Allan Bristow,Philadelphia 76ers|San Antonio Spurs|Utah Jazz|Dallas Mavericks,PHI|SAS|UTA|DAL,
76260,Mike Brittain,San Antonio Spurs,SAS,
201972,Jon Brockman,Sacramento Kings|Milwaukee Bucks,SAC|MIL,
1629151,Ryan Broekhoff,Dallas Mavericks,DAL,
76262,Jim Brogan,LA Clippers,LAC,
1627763,Malcolm Brogdon,Milwaukee Bucks|Indiana Pacers|Boston Celtics|Portland Trail Blazers|Washington Wizards,MIL|IND|BOS|POR|WAS,
76263,Gary Brokaw,Milwaukee Bucks|Cleveland Cavaliers|LA Clippers,MIL|CLE|LAC,
76264,Price Brookfield,Sacramento Kings,SAC,
201166,Aaron Brooks,Houston Rockets|Phoenix Suns|Sacramento Kings|Denver Nuggets|Chicago Bulls|Indiana Pacers|Minnesota Timberwolves,HOU|PHX|SAC|DEN|CHI|IND|MIN,
1629717,Armoni Brooks,Houston Rockets|Toronto Raptors|Brooklyn Nets,HOU|TOR|BKN,
1628415,Dillon Brooks,Memphis Grizzlies|Houston Rockets|Phoenix Suns,MEM|HOU|PHX,
76265,Kevin Brooks,Denver Nuggets,DEN,
202705,MarShon Brooks,Brooklyn Nets|Boston Celtics|Golden State Warriors|Los Angeles Lakers|Memphis Grizzlies,BKN|BOS|GSW|LAL|MEM,
76266,Michael Brooks,LA Clippers|Indiana Pacers|Denver Nuggets,LAC|IND|DEN,
418,Scott Brooks,Philadelphia 76ers|Minnesota Timberwolves|Houston Rockets|Dallas Mavericks|New York Knicks|Cleveland Cavaliers,PHI|MIN|HOU|DAL|NYK|CLE,
2810,Andre Brown,Oklahoma City Thunder|Memphis Grizzlies|Charlotte Hornets,OKC|MEM|CHA,
201628,Bobby Brown,Sacramento Kings|Minnesota Timberwolves|New Orleans Pelicans|LA Clippers|Houston Rockets,SAC|MIN|NOP|LAC|HOU,
1628971,Bruce Brown,Detroit Pistons|Brooklyn Nets|Denver Nuggets|Indiana Pacers|Toronto Raptors|New Orleans Pelicans,DET|BKN|DEN|IND|TOR|NOP,
359,Chucky Brown,Cleveland Cavaliers|Los Angeles Lakers|Brooklyn Nets|Dallas Mavericks|Houston Rockets|Phoenix Suns|Milwaukee Bucks|Atlanta Hawks|Charlotte Hornets|San Antonio Spurs|Golden State Warriors|Sacramento Kings,CLE|LAL|BKN|DAL|HOU|PHX|MIL|ATL|CHA|SAS|GSW|SAC,
2245,Damone Brown,Philadelphia 76ers|Toronto Raptors|Brooklyn Nets|Washington Wizards,PHI|TOR|BKN|WAS,
244,Dee Brown,Boston Celtics|Toronto Raptors|Orlando Magic,BOS|TOR|ORL,
200793,Dee Brown,Utah Jazz|Washington Wizards|Phoenix Suns,UTA|WAS|PHX,
201974,Derrick Brown,Charlotte Hornets|New York Knicks,CHA|NYK,
2484,Devin Brown,San Antonio Spurs|Denver Nuggets|Utah Jazz|New Orleans Pelicans|Cleveland Cavaliers|Chicago Bulls,SAS|DEN|UTA|NOP|CLE|CHI,
76272,Fred Brown,Oklahoma City Thunder,OKC,
1627759,Jaylen Brown,Boston Celtics,BOS,
76276,John Brown,Atlanta Hawks|Chicago Bulls|Utah Jazz,ATL|CHI|UTA,
2208,Kedrick Brown,Boston Celtics|Cleveland Cavaliers|Philadelphia 76ers,BOS|CLE|PHI,
1631112,Kendall Brown,Indiana Pacers,IND,
1641738,Kobe Brown,LA Clippers|Indiana Pacers,LAC|IND,
2198,Kwame Brown,Washington Wizards|Los Angeles Lakers|Memphis Grizzlies|Detroit Pistons|Charlotte Hornets|Golden State Warriors|Philadelphia 76ers,WAS|LAL|MEM|DET|CHA|GSW|PHI,
203485,Lorenzo Brown,Philadelphia 76ers|Minnesota Timberwolves|Phoenix Suns|Toronto Raptors,PHI|MIN|PHX|TOR,
992,Marcus Brown,Portland Trail Blazers|Detroit Pistons,POR|DET,
203900,Markel Brown,Brooklyn Nets|Houston Rockets,BKN|HOU,
1629650,Moses Brown,Portland Trail Blazers|Oklahoma City Thunder|Dallas Mavericks|Cleveland Cavaliers|LA Clippers|Brooklyn Nets|Indiana Pacers,POR|OKC|DAL|CLE|LAC|BKN|IND,
136,P.J. Brown,Brooklyn Nets|Miami Heat|Charlotte Hornets|New Orleans Pelicans|Chicago Bulls|Boston Celtics,BKN|MIA|CHA|NOP|CHI|BOS,
753,Randy Brown,Sacramento Kings|Chicago Bulls|Boston Celtics|Phoenix Suns,SAC|CHI|BOS|PHX,
76283,Rickey Brown,Golden State Warriors|Atlanta Hawks,GSW|ATL,
76286,Roger Brown,Los Angeles Lakers|Detroit Pistons|Chicago Bulls,LAL|DET|CHI,
200769,Shannon Brown,Cleveland Cavaliers|Chicago Bulls|Charlotte Hornets|Los Angeles Lakers|Phoenix Suns|San Antonio Spurs|New York Knicks|Miami Heat,CLE|CHI|CHA|LAL|PHX|SAS|NYK|MIA,
76285,Stan Brown,Golden State Warriors,GSW,
1628425,Sterling Brown,Milwaukee Bucks|Houston Rockets|Dallas Mavericks|Los Angeles Lakers,MIL|HOU|DAL|LAL,
2357,Tierre Brown,Houston Rockets|Cleveland Cavaliers|New Orleans Pelicans|Los Angeles Lakers,HOU|CLE|NOP|LAL,
76268,Tony Brown,Indiana Pacers|Chicago Bulls|Brooklyn Nets|Houston Rockets|Milwaukee Bucks|Los Angeles Lakers|Utah Jazz|LA Clippers|Oklahoma City Thunder,IND|CHI|BKN|HOU|MIL|LAL|UTA|LAC|OKC,
1630535,Greg Brown III,Portland Trail Blazers|Dallas Mavericks,POR|DAL,
1629718,Charlie Brown Jr.,Atlanta Hawks|Oklahoma City Thunder|Dallas Mavericks|Philadelphia 76ers|New York Knicks,ATL|OKC|DAL|PHI|NYK,
1630602,Chaundee Brown Jr.,Los Angeles Lakers|Atlanta Hawks,LAL|ATL,
1628972,Troy Brown Jr.,Washington Wizards|Chicago Bulls|Los Angeles Lakers|Minnesota Timberwolves|Detroit Pistons,WAS|CHI|LAL|MIN|DET,
1628973,Jalen Brunson,Dallas Mavericks|New York Knicks,DAL|NYK,
1594,Rick Brunson,Portland Trail Blazers|New York Knicks|Boston Celtics|Chicago Bulls|Toronto Raptors|LA Clippers|Oklahoma City Thunder|Houston Rockets,POR|NYK|BOS|CHI|TOR|LAC|OKC|HOU,
1627852,Nicolas Brussino,Dallas Mavericks|Atlanta Hawks,DAL|ATL,
76289,Emmette Bryant,New York Knicks|Boston Celtics|LA Clippers,NYK|BOS|LAC,
76290,Joe Bryant,Philadelphia 76ers|LA Clippers|Houston Rockets,PHI|LAC|HOU,
977,Kobe Bryant,Los Angeles Lakers,LAL,
1626148,Anthony Brown,Los Angeles Lakers|New Orleans Pelicans|Orlando Magic|Minnesota Timberwolves,LAL|NOP|ORL|MIN,
1479,Mike Brown,Chicago Bulls|Utah Jazz|Minnesota Timberwolves|Philadelphia 76ers|Phoenix Suns,CHI|UTA|MIN|PHI|PHX,
95,Mark Bryant,Portland Trail Blazers|Houston Rockets|Phoenix Suns|Chicago Bulls|Cleveland Cavaliers|Dallas Mavericks|San Antonio Spurs|Philadelphia 76ers|Denver Nuggets|Boston Celtics,POR|HOU|PHX|CHI|CLE|DAL|SAS|PHI|DEN|BOS,
1628418,Thomas Bryant,Los Angeles Lakers|Washington Wizards|Denver Nuggets|Miami Heat|Indiana Pacers|Cleveland Cavaliers,LAL|WAS|DEN|MIA|IND|CLE,
76291,Wallace Bryant,Chicago Bulls|Dallas Mavericks|LA Clippers,CHI|DAL|LAC,
76293,Joe Buckhalter,Sacramento Kings,SAC,
76295,Cleveland Buckner,New York Knicks,NYK,
1761,Greg Buckner,Dallas Mavericks|Philadelphia 76ers|Denver Nuggets|Minnesota Timberwolves|Memphis Grizzlies,DAL|PHI|DEN|MIN|MEM,
76296,Quinn Buckner,Milwaukee Bucks|Boston Celtics|Indiana Pacers,MIL|BOS|IND,
76297,Dave Budd,New York Knicks,NYK,
201978,Chase Budinger,Houston Rockets|Minnesota Timberwolves|Indiana Pacers|Phoenix Suns,HOU|MIN|IND|PHX,
76298,Walter Budko,Golden State Warriors,GSW,
146,Jud Buechler,Brooklyn Nets|San Antonio Spurs|Golden State Warriors|Chicago Bulls|Detroit Pistons|Phoenix Suns|Orlando Magic,BKN|SAS|GSW|CHI|DET|PHX|ORL,
1641723,Kobe Bufkin,Atlanta Hawks|Los Angeles Lakers,ATL|LAL,
1934,Rodney Buford,Miami Heat|Philadelphia 76ers|Memphis Grizzlies|Sacramento Kings|Brooklyn Nets,MIA|PHI|MEM|SAC|BKN,
672,Matt Bullard,Houston Rockets|Atlanta Hawks|Charlotte Hornets,HOU|ATL|CHA,
203493,Reggie Bullock Jr.,LA Clippers|Phoenix Suns|Detroit Pistons|Los Angeles Lakers|New York Knicks|Dallas Mavericks|Houston Rockets,LAC|PHX|DET|LAL|NYK|DAL|HOU,
76303,Luther Burden,New York Knicks,NYK,
2469,Pat Burke,Orlando Magic|Phoenix Suns,ORL|PHX,
203504,Trey Burke,Utah Jazz|Washington Wizards|New York Knicks|Dallas Mavericks|Philadelphia 76ers,UTA|WAS|NYK|DAL|PHI,
202692,Alec Burks,Utah Jazz|Cleveland Cavaliers|Sacramento Kings|Golden State Warriors|Philadelphia 76ers|New York Knicks|Detroit Pistons|Miami Heat,UTA|CLE|SAC|GSW|PHI|NYK|DET|MIA,
2766,Antonio Burks,Memphis Grizzlies,MEM,
76305,Tom Burleson,Oklahoma City Thunder|Sacramento Kings|Atlanta Hawks,OKC|SAC|ATL,
76307,David Burns,Brooklyn Nets|Denver Nuggets,BKN|DEN,
197,Scott Burrell,Charlotte Hornets|Golden State Warriors|Chicago Bulls|Brooklyn Nets,CHA|GSW|CHI|BKN,
76313,Bob Burrow,Sacramento Kings|Los Angeles Lakers,SAC|LAL,
1629126,Deonte Burton,Oklahoma City Thunder|Sacramento Kings,OKC|SAC,
76314,Ed Burton,New York Knicks|Atlanta Hawks,NYK|ATL,
416,Willie Burton,Miami Heat|Philadelphia 76ers|Atlanta Hawks|San Antonio Spurs|Charlotte Hornets,MIA|PHI|ATL|SAS|CHA,
76316,Steve Burtt,Golden State Warriors|LA Clippers|Phoenix Suns|Washington Wizards,GSW|LAC|PHX|WAS,
76317,Don Buse,Indiana Pacers|Phoenix Suns|Portland Trail Blazers|Sacramento Kings,IND|PHX|POR|SAC,
76318,Donnie Butcher,New York Knicks|Detroit Pistons,NYK|DET,
76319,Al Butler,New York Knicks|Washington Wizards,NYK|WAS,
2406,Caron Butler,Miami Heat|Los Angeles Lakers|Washington Wizards|Dallas Mavericks|LA Clippers|Milwaukee Bucks|Oklahoma City Thunder|Detroit Pistons|Sacramento Kings,MIA|LAL|WAS|DAL|LAC|MIL|OKC|DET|SAC,
76320,Greg Butler,New York Knicks|LA Clippers,NYK|LAC,
2866,Jackie Butler,New York Knicks|San Antonio Spurs,NYK|SAS,
1630215,Jared Butler,Utah Jazz|Oklahoma City Thunder|Washington Wizards|Philadelphia 76ers,UTA|OKC|WAS|PHI,
348,Mitchell Butler,Washington Wizards|Portland Trail Blazers|Cleveland Cavaliers,WAS|POR|CLE,
2446,Rasual Butler,Miami Heat|New Orleans Pelicans|LA Clippers|Chicago Bulls|Toronto Raptors|Indiana Pacers|Washington Wizards|San Antonio Spurs,MIA|NOP|LAC|CHI|TOR|IND|WAS|SAS,
202710,Jimmy Butler III,Chicago Bulls|Minnesota Timberwolves|Philadelphia 76ers|Miami Heat|Golden State Warriors,CHI|MIN|PHI|MIA|GSW,
202779,Dwight Buycks,Toronto Raptors|Los Angeles Lakers|Detroit Pistons,TOR|LAL|DET,
1641824,Matas Buzelis,Chicago Bulls,CHI,
101115,Andrew Bynum,Los Angeles Lakers|Cleveland Cavaliers|Indiana Pacers,LAL|CLE|IND,
101198,Will Bynum,Golden State Warriors|Detroit Pistons|Washington Wizards,GSW|DET|WAS,
76321,Marty Byrnes,Phoenix Suns|Utah Jazz|Los Angeles Lakers|Dallas Mavericks|Indiana Pacers,PHX|UTA|LAL|DAL|IND,
76322,Tommy Byrnes,New York Knicks|Atlanta Hawks,NYK|ATL,
2560,Zarko Cabarkapa,Phoenix Suns|Golden State Warriors,PHX|GSW,
76324,Barney Cable,Detroit Pistons|Philadelphia 76ers|Atlanta Hawks|Washington Wizards,DET|PHI|ATL|WAS,
203998,Bruno Caboclo,Toronto Raptors|Sacramento Kings|Memphis Grizzlies|Houston Rockets,TOR|SAC|MEM|HOU,
1629719,Devontae Cacok,Los Angeles Lakers|San Antonio Spurs,LAL|SAS,
679,Jason Caffey,Chicago Bulls|Golden State Warriors|Milwaukee Bucks,CHI|GSW|MIL,
262,Michael Cage,LA Clippers|Oklahoma City Thunder|Cleveland Cavaliers|Philadelphia 76ers|Brooklyn Nets,LAC|OKC|CLE|PHI|BKN,
1631288,Jamal Cain,Miami Heat|New Orleans Pelicans|Orlando Magic,MIA|NOP|ORL,
76326,Gerry Calabrese,Philadelphia 76ers,PHI,
201979,Nick Calathes,Memphis Grizzlies,MEM,
101181,Jose Calderon,Toronto Raptors|Detroit Pistons|Dallas Mavericks|New York Knicks|Los Angeles Lakers|Atlanta Hawks|Cleveland Cavaliers,TOR|DET|DAL|NYK|LAL|ATL|CLE,
